NAME,REGION
germaine,french
german,french
gervaise,french
giles,french
gilles,french
kevin,french
thomas,french
julien,french
nicolas,french
alexandre,french
jeremy,french
anthony,french
maxime,french
romain,french
elodie,french
laura,french
julie,french
marine,french
marie,french
marion,french
pauline,french
aurelie,french
camille,french
melanie,french
nicolas,french
alexandre,french
thomas,french
kevin,french
maxime,french
quentin,french
julien,french
dylan,french
antoine,french
florian,french
manon,french
marie,french
laura,french
marine,french
pauline,french
lea,french
marion,french
anais,french
julie,french
lea,french
manon,french
camille,french
chloe,french
emma,french
marie,french
oceane,french
sarah,french
laura,french
julie,french
marine,french
pauline,french
lucie,french
anais,french
ines,french
clara,french
justine,french
lisa,french
maeva,french
juliette,french
alexandre,french
antoine,french
clement,french
alexis,french
valentin,french
julien,french
romain,french
achille,french
ademar,french
adhemar,french
agenor,french
achille,french
ademar,french
adhemar,french
agenor,french
baptiste,french
barthelemy,french
bernard,french
achille,french
adhemar,french
agenor,french
baptiste,french
barthelemy,french
bernard,french
jacques,french
jacquet,french
jeanne,french
anthony,french
jeremy,french
jermaine,french
jerome,french
jules,french
desire,french
didier,french
seraphin,french
serge,french
theodore,french
thibaut,french
thierry,french
edmond,french
edouard,french
elie,french
eloi,french
emile,french
emilien,french
luc,french
lucien,french
ludovic,french
louis,french
mathieu,french
matthieu,french
maurice,french
fabien,french
fabrice,french
felicien,french
valentin,french
valery,french
rene,french
robert,french
herve,french
hilaire,french
honore,french
gregoire,french
guillaume,french
patrice,french
andre,french
antoine,french
antonin,french
gerald,french
michael,french
jean,french
philippe,french
laurent,french
julien,french
maxime,french
marie,french
lea,french
manon,french
camille,french
chloe,french
marie,french
laura,french
marine,french
pauline,french
sarah,french
julie,french
mathilde,french
oceane,french
anais,french
marion,french
lucie,french
melanie,french
justine,french
morgane,french
charlotte,french
clara,french
melissa,french
amandine,french
emilie,french
juliette,french
margaux,french
elodie,french
audrey,french
amelie,french
lisa,french
emma,french
clemence,french
maeva,french
ines,french
noemie,french
alice,french
elisa,french
eva,french
louise,french
celine,french
ophelie,french
fanny,french
valentine,french
alicia,french
romane,french
coralie,french
caroline,french
elise,french
alexia,french
margot,french
aurelie,french
estelle,french
alexandra,french
laurine,french
laurie,french
agathe,french
emeline,french
laetitia,french
victoria,french
marina,french
jessica,french
iean,french
iacques,french
pierre,french
nicolas,french
guillaume,french
antoine,french
artus,french
audebert,french
claude,french
denys,french
estienne,french
firmin,french
george,french
gerard,french
gilles,french
lazare,french
marin,french
maximilian,french
noel,french
olivier,french
philippes,french
theodore,french
thomas,french
jeanne,french
coline,french
carla,french
jade,french
cecile,french
aurore,french
andrea,french
alison,french
salome,french
cindy,french
eloise,french
cassandra,french
ludivine,french
axelle,french
myriam,french
laure,french
clementine,french
lucile,french
tiffany,french
adeline,french
angelique,french
maria,spanish
paula,spanish
marta,spanish
ana,spanish
andrea,spanish
sara,spanish
lucia,spanish
alba,spanish
marina,spanish
cristina,spanish
irene,spanish
carmen,spanish
natalia,spanish
elena,spanish
noelia,spanish
nerea,spanish
nuria,spanish
angela,spanish
ines,spanish
sandra,spanish
clara,spanish
eva,spanish
claudia,spanish
celia,spanish
lorena,spanish
patricia,spanish
miriam,spanish
alicia,spanish
carla,spanish
silvia,spanish
julia,spanish
ainhoa,spanish
sofia,spanish
esther,spanish
rocio,spanish
beatriz,spanish
mireia,spanish
fatima,spanish
luna,spanish
carolina,spanish
gloria,spanish
isa,spanish
sonia,spanish
veronica,spanish
ane,spanish
daniela,spanish
alejandra,spanish
aida,spanish
judith,spanish
tania,spanish
belen,spanish
lidia,spanish
aina,spanish
victoria,spanish
blanca,spanish
tamara,spanish
diana,spanish
laia,spanish
judit,spanish
inma,spanish
alexandra,spanish
ariadna,spanish
naiara,spanish
helena,spanish
almudena,spanish
paola,spanish
uxue,spanish
vanessa,spanish
mari,spanish
vicky,spanish
gema,spanish
leire,spanish
olga,spanish
ainoa,spanish
adriana,spanish
mery,spanish
irati,spanish
stella,spanish
mar,spanish
patri,spanish
nora,spanish
maite,spanish
ana maria,spanish
jennifer,spanish
amanda,spanish
jessica,spanish
lara,spanish
anabel,spanish
aurora,spanish
david,spanish
daniel,spanish
pablo,spanish
adrian,spanish
alejandro,spanish
javier,spanish
carlos,spanish
miguel,spanish
jose,spanish
sergio,spanish
antonio,spanish
jorge,spanish
ruben,spanish
juan,spanish
ivan,spanish
angel,spanish
manuel,spanish
dani,spanish
fran,spanish
diego,spanish
javi,spanish
pedro,spanish
victor,spanish
alberto,spanish
gonzalo,spanish
fernando,spanish
luis,spanish
andres,spanish
francisco,spanish
cristian,spanish
iker,spanish
tomas,spanish
guillermo,spanish
samuel,spanish
enrique,spanish
oscar,spanish
martin,spanish
marcos,spanish
marc,spanish
paco,spanish
ismael,spanish
gorka,spanish
joan,spanish
jaime,spanish
asier,spanish
gabriel,spanish
miguel angel,spanish
jose manuel,spanish
guille,spanish
roberto,spanish
christian,spanish
sergi,spanish
albert,spanish
paul,spanish
hugo,spanish
ignacio,spanish
juanma,spanish
marco,spanish
domingo,spanish
marcelo,spanish
bruno,spanish
manu,spanish
jon,spanish
pepe,spanish
arnau,spanish
joaquin,spanish
unai,spanish
aimar,spanish
kevin,spanish
ander,spanish
nacho,spanish
jose miguel,spanish
eneko,spanish
santi,spanish
josep,spanish
rafael,spanish
andy,spanish
rafa,spanish
max,spanish
dario,spanish
julen,spanish
manolo,spanish
mateo,spanish
saul,spanish
toni,spanish
ibai,spanish
juan,spanish
miguel angel,spanish
jose,spanish
francisco,spanish
antonio,spanish
pedro,spanish
juan carlos,spanish
ricardo,spanish
daniel,spanish
fernando,spanish
jorge,spanish
roberto,spanish
carlos,spanish
francisco javier,spanish
eduardo,spanish
javier,spanish
miguel,spanish
martin,spanish
rafael,spanish
marco antonio,spanish
jose antonio,spanish
arturo,spanish
david,spanish
gerardo,spanish
alberto,spanish
alfredo,spanish
antonio,spanish
edmundo,spanish
ernesto,spanish
felipe,spanish
gerardo,spanish
javier,spanish
jose maria,spanish
marcos,spanish
pablo,spanish
ramon,spanish
ricardo,spanish
teodoro,spanish
victor,spanish
alfonso,spanish
andres,spanish
bernardo,spanish
cristobal,spanish
esteban,spanish
fernando,spanish
juan,spanish
miguel,spanish
pedro,spanish
roberto,spanish
vincente,spanish
alicia,spanish
andrea,spanish
carlota,spanish
cecilia,spanish
daniela,spanish
estela,spanish
francisca,spanish
graciela,spanish
isabel,spanish
margarita,spanish
maria,spanish
raquel,spanish
silvia,spanish
veronica,spanish
ana,spanish
barbara,spanish
catalina,spanish
cristina,spanish
diana,spanish
esperanza,spanish
eva,spanish
gabriela,spanish
lucia,spanish
mariana,spanish
micaela,spanish
rosalia,spanish
teresa,spanish
yolanda,spanish
jose,spanish
luis,spanish
carlos,spanish
juan,spanish
jorge,spanish
pedro,spanish
manuel,spanish
santiago,spanish
sebastian,spanish
matias,spanish
nicolas,spanish
samuel,spanish
alejandro,spanish
mateo,spanish
diego,spanish
benjamin,spanish
daniel,spanish
joaquin,spanish
lucas,spanish
martin,spanish
emmanuel,spanish
alexander,spanish
david,spanish
emiliano,spanish
juan jose,spanish
andres,spanish
ignacio,spanish
leonardo,spanish
francisco,spanish
rodrigo,spanish
angel,spanish
miguel angel,spanish
fernando,spanish
santino,spanish
bautista,spanish
juan pablo,spanish
vicente,spanish
thiago,spanish
maximiliano,spanish
pablo,spanish
eduardo,spanish
christopher,spanish
kevin,spanish
isaac,spanish
aaron,spanish
dylan,spanish
esteban,spanish
juan sebastian,spanish
franco,spanish
lautaro,spanish
miguel,spanish
juan david,spanish
ricardo,spanish
bruno,spanish
luciano,spanish
emilio,spanish
juan esteban,spanish
julian,spanish
valentino,spanish
joshua,spanish
rafael,spanish
diego alejandro,spanish
gael,spanish
oscar,spanish
juan manuel,spanish
maximo,spanish
axel,spanish
facundo,spanish
jonathan,spanish
ian,spanish
josue,spanish
camilo,spanish
jeronimo,spanish
alex,spanish
mauricio,spanish
juan camilo,spanish
dante,spanish
christian,spanish
simon,spanish
patricio,spanish
hector,spanish
ivan,spanish
marcos,spanish
ramiro,spanish
alberto,spanish
mario,spanish
alan,spanish
arturo,spanish
sofia,spanish
valentina,spanish
isabella,spanish
camila,spanish
mariana,spanish
gabriela,spanish
sara,spanish
maria jose,spanish
victoria,spanish
martina,spanish
luciana,spanish
ximena,spanish
maria fernanda,spanish
lucia,spanish
natalia,spanish
catalina,spanish
mia,spanish
fernanda,spanish
nicole,spanish
julieta,spanish
abril,spanish
samantha,spanish
andrea,spanish
antonella,spanish
emily,spanish
emilia,spanish
paula,spanish
alessandra,spanish
juana,spanish
antonia,spanish
juliana,spanish
alejandra,spanish
guadalupe,spanish
emma,spanish
regina,spanish
danna,spanish
abigail,spanish
allison,spanish
brianna,spanish
valery,spanish
florencia,spanish
constanza,spanish
josefina,spanish
laura,spanish
manuela,spanish
zoe,spanish
morena,spanish
amanda,spanish
maria,spanish
adriana,spanish
alexa,spanish
bianca,spanish
jazmin,spanish
melanie,spanish
alma,spanish
micaela,spanish
carla,spanish
delfina,spanish
maite,spanish
maria paula,spanish
luna,spanish
paulina,spanish
carolina,spanish
ariana,spanish
mariangel,spanish
miranda,spanish
ana,spanish
angelina,spanish
isabel,spanish
candela,spanish
romina,spanish
josefa,spanish
milagros,spanish
olivia,spanish
fatima,spanish
pilar,spanish
lola,spanish
michelle,spanish
fabiana,spanish
fiorella,spanish
luana,spanish
aitana,spanish
rocio,spanish
salome,spanish
malena,spanish
paola,spanish
paloma,spanish
diana,spanish
kimberly,spanish
vanessa,spanish
maria,spanish
martina,spanish
paula,spanish
sofia,spanish
daniela,spanish
alba,spanish
julia,spanish
carla,spanish
sara,spanish
valeria,spanish
noa,spanish
emma,spanish
claudia,spanish
carmen,spanish
marta,spanish
valentina,spanish
irene,spanish
adriana,spanish
ana,spanish
laura,spanish
elena,spanish
alejandra,spanish
olivia,spanish
ines,spanish
lola,spanish
aitana,spanish
ariadna,spanish
vera,spanish
laia,spanish
alma,spanish
marina,spanish
ainhoa,spanish
elsa,spanish
jimena,spanish
triana,spanish
leire,spanish
carlota,spanish
blanca,spanish
rocio,spanish
ainara,spanish
alicia,spanish
nora,spanish
nerea,spanish
angela,spanish
clara,spanish
abril,spanish
leyre,spanish
celia,spanish
andrea,spanish
victoria,spanish
lara,spanish
eva,spanish
mia,spanish
chloe,spanish
natalia,spanish
manuela,spanish
isabel,spanish
aina,spanish
zoe,spanish
cristina,spanish
aroa,spanish
nuria,spanish
alexia,spanish
lia,spanish
carolina,spanish
iria,spanish
africa,spanish
mar,spanish
mara,spanish
ona,spanish
helena,spanish
paola,spanish
azahara,spanish
noelia,spanish
elia,spanish
iris,spanish
luna,spanish
malak,spanish
nahia,spanish
berta,spanish
aya,spanish
mireia,spanish
ane,spanish
cayetana,spanish
silvia,spanish
diana,spanish
miriam,spanish
arlet,spanish
nadia,spanish
naiara,spanish
jana,spanish
cloe,spanish
anna,spanish
nayara,spanish
pablo,spanish
alejandro,spanish
adrian,spanish
alvaro,spanish
david,spanish
lucas,spanish
mario,spanish
diego,spanish
manuel,spanish
leo,spanish
mateo,spanish
javier,spanish
izan,spanish
marcos,spanish
alex,spanish
sergio,spanish
marc,spanish
carlos,spanish
jorge,spanish
enzo,spanish
antonio,spanish
angel,spanish
iker,spanish
juan,spanish
eric,spanish
ivan,spanish
victor,spanish
nicolas,spanish
bruno,spanish
samuel,spanish
hector,spanish
jose,spanish
gabriel,spanish
dario,spanish
oliver,spanish
adam,spanish
dylan,spanish
jesus,spanish
marco,spanish
aitor,spanish
alberto,spanish
raul,spanish
rodrigo,spanish
francisco,spanish
joel,spanish
erik,spanish
pedro,spanish
luis,spanish
jaime,spanish
rafael,spanish
asier,spanish
unai,spanish
mohamed,spanish
marti,spanish
gael,spanish
thiago,spanish
ian,spanish
fernando,spanish
oscar,spanish
luca,spanish
andres,spanish
biel,spanish
ismael,spanish
alonso,spanish
pol,spanish
nil,spanish
jan,spanish
rayan,spanish
aleix,spanish
arnau,spanish
cristian,spanish
isaac,spanish
santiago,spanish
julen,spanish
miguel,spanish
aimar,spanish
ignacio,spanish
youssef,spanish
eduardo,spanish
enrique,spanish
yago,spanish
jose,spanish
gerard,spanish
abraham,spanish
noah,spanish
omar,spanish
ibai,spanish
lucia,spanish
maria,spanish
daniela,spanish
carla,spanish
sara,spanish
sofia,spanish
valeria,spanish
julia,spanish
daniel,spanish
pablo,spanish
alejandro,spanish
alvaro,spanish
adrian,spanish
david,spanish
mario,spanish
diego,spanish
javier,spanish
raul,spanish
raulo,spanish
raymon,spanish
renaldo,spanish
reno,spanish
reyes,spanish
reynardo,spanish
ricardo,spanish
ricardo,spanish
rico,spanish
rico,spanish
rio,spanish
rio,spanish
ritchie,spanish
roano,spanish
roberto,spanish
roderigo,spanish
rodolfo,spanish
rodrigo,spanish
rogelio,spanish
roldan,spanish
roman,spanish
romano,spanish
roque,spanish
rosario,spanish
ruben,spanish
ruben,spanish
rufio,spanish
rufo,spanish
sabino,spanish
sal,spanish
salbatore,spanish
salomon,spanish
salvador,spanish
salvador,spanish
salvadore,spanish
salvatore,spanish
salvino,spanish
sancho,spanish
sancho,spanish
santiago,spanish
santo,spanish
santos,spanish
saturnin,spanish
saul,spanish
sebastiano,spanish
segundo,spanish
sein,spanish
senon,spanish
serafin,spanish
severo,spanish
silverio,spanish
silvino,spanish
socorro,spanish
stefano,spanish
tabor,spanish
tadeo,spanish
tadeo,spanish
tajo,spanish
tauro,spanish
tavio,spanish
teo,spanish
teodor,spanish
teodoro,spanish
terciero,spanish
teyo,spanish
timo,spanish
timoteo,spanish
tito,spanish
tobias,spanish
tohias,spanish
tomas,spanish
tonio,spanish
toro,spanish
tulio,spanish
turi,spanish
turi,spanish
ulises,spanish
urbano,spanish
urbano,spanish
valentin,spanish
veto,spanish
victor,spanish
victoriano,spanish
victorio,spanish
victoro,spanish
vidal,spanish
vidal,spanish
videl,spanish
vincente,spanish
vito,spanish
xabat,spanish
xalbador,spanish
xalvador,spanish
xavier,spanish
xever,spanish
yago,spanish
zacarias,spanish
adan,spanish
adelio,spanish
adriano,spanish
agustin,spanish
aimon,spanish
alano,spanish
alanzo,spanish
alarico,spanish
alba,spanish
alberto,spanish
alberto,spanish
alejandro,spanish
alejandro,spanish
alfonso,spanish
alfredo,spanish
aluino,spanish
alvar,spanish
alvaro,spanish
alvaro,spanish
alvino,spanish
amadeo,spanish
amado,spanish
ambrosio,spanish
amoldo,spanish
anastasio,spanish
anbessa,spanish
andreo,spanish
andres,spanish
andres,spanish
angel,spanish
angelino,spanish
angelito,spanish
anibal,spanish
anselmo,spanish
anton,spanish
antonio,spanish
aquila,spanish
aquilino,spanish
archibaldo,spanish
arlo,spanish
armando,spanish
arnaldo,spanish
arnoldo,spanish
arturo,spanish
aureliano,spanish
aurelio,spanish
aurelius,spanish
barto,spanish
bartoli,spanish
bartolo,spanish
beinvenido,spanish
beltran,spanish
bemabe,spanish
bembe,spanish
benedicto,spanish
bernardo,spanish
berto,spanish
blanco,spanish
bonifacio,spanish
bonifaco,spanish
buinton,spanish
calvino,spanish
carlomagno,spanish
carlos,spanish
carlos,spanish
casimiro,spanish
cedro,spanish
cesar,spanish
cesario,spanish
cesaro,spanish
chan,spanish
chano,spanish
charro,spanish
chavez,spanish
chayo,spanish
che,spanish
evarado,spanish
everardo,spanish
ezequiel,spanish
fabio,spanish
fanuco,spanish
faro,spanish
faron,spanish
fausto,spanish
fausto,spanish
federico,spanish
federico,spanish
feliciano,spanish
felipe,spanish
felippe,spanish
felix,spanish
feo,spanish
fermin,spanish
fernando,spanish
fernando,spanish
fidel,spanish
fidele,spanish
flavio,spanish
gnacia,spanish
ignado,spanish
ignazio,spanish
ikerne,spanish
ileanna,spanish
iliana,spanish
inocencio,spanish
inocente,spanish
isadoro,spanish
isaias,spanish
ishmael,spanish
isidoro,spanish
isidro,spanish
ismael,spanish
ivan,spanish
jacinto,spanish
jacobo,spanish
jairo,spanish
javier,spanish
javiero,spanish
jax,spanish
jeraldo,spanish
jerardo,spanish
jeremias,spanish
jerico,spanish
jerold,spanish
jerrald,spanish
jerrold,spanish
jesus,spanish
jesus,spanish
joaquin,spanish
joaquin,spanish
jonas,spanish
jorge,spanish
jorge,spanish
jose,spanish
jose,spanish
joselito,spanish
josias,spanish
josue,spanish
josue,spanish
juan,spanish
juan,spanish
julian,spanish
julio,spanish
manny,spanish
mano,spanish
manolito,spanish
manolo,spanish
manuel,spanish
manuelo,spanish
marco,spanish
marcos,spanish
mariano,spanish
mario,spanish
marquez,spanish
martin,spanish
martinez,spanish
mateo,spanish
matias,spanish
montrell,spanish
montrelle,spanish
naldo,spanish
chiara,italian
sara,italian
martina,italian
francesca,italian
silvia,italian
elisa,italian
alice,italian
federica,italian
alessia,italian
laura,italian
elena,italian
giorgia,italian
valentina,italian
eleonora,italian
anna,italian
marta,italian
claudia,italian
ilaria,italian
sofia,italian
arianna,italian
beatrice,italian
irene,italian
roberta,italian
michela,italian
gaia,italian
alessandra,italian
valeria,italian
giada,italian
simona,italian
aurora,italian
cristina,italian
veronica,italian
maria,italian
rebecca,italian
serena,italian
noemi,italian
benedetta,italian
ludovica,italian
lisa,italian
greta,italian
camilla,italian
miriam,italian
caterina,italian
lucrezia,italian
letizia,italian
margherita,italian
jessica,italian
carlotta,italian
annalisa,italian
daniela,italian
lucia,italian
barbara,italian
linda,italian
ginevra,italian
giovanna,italian
mary,italian
sabrina,italian
gloria,italian
monica,italian
sarah,italian
emma,italian
matilde,italian
viola,italian
diana,italian
nicole,italian
rachele,italian
emanuela,italian
stefania,italian
erika,italian
debora,italian
gabriella,italian
antonella,italian
angelica,italian
rosa,italian
luisa,italian
giusy,italian
teresa,italian
ilenia,italian
bianca,italian
adele,italian
manuela,italian
julia,italian
samantha,italian
marina,italian
sonia,italian
melissa,italian
nadia,italian
erica,italian
gioia,italian
anita,italian
eva,italian
andrea,italian
marco,italian
francesco,italian
luca,italian
matteo,italian
alessandro,italian
davide,italian
federico,italian
lorenzo,italian
stefano,italian
giuseppe,italian
riccardo,italian
daniele,italian
simone,italian
gabriele,italian
antonio,italian
mattia,italian
christian,italian
alberto,italian
fabio,italian
emanuele,italian
giovanni,italian
roberto,italian
filippo,italian
michele,italian
edoardo,italian
nicola,italian
alessio,italian
claudio,italian
raffaele,italian
giacomo,italian
leonardo,italian
domenico,italian
salvatore,italian
gianluca,italian
vincenzo,italian
luigi,italian
mario,italian
carlo,italian
pietro,italian
michael,italian
cristian,italian
samuele,italian
mauro,italian
tommaso,italian
paolo,italian
ivan,italian
leo,italian
mirko,italian
vito,italian
manuel,italian
thomas,italian
kevin,italian
cyril,italian
angelo,italian
jacopo,italian
daniel,italian
vittorio,italian
piero,italian
elia,italian
rosario,italian
carmine,italian
samuel,italian
guido,italian
fabrizio,italian
flavio,italian
diego,italian
gianmarco,italian
max,italian
emiliano,italian
ale,italian
simon,italian
maurizio,italian
elias,italian
tiziano,italian
valerio,italian
pier,italian
damiano,italian
massimo,italian
patrick,italian
enzo,italian
saverio,italian
tom,italian
luciano,italian
denis,italian
umberto,italian
sergio,italian
martin,italian
giovanni,italian
antonio,italian
piero,italian
francesco,italian
iacopo,italian
bartolomeo,italian
niccolo,italian
domenico,italian
lorenzo,italian
andrea,italian
michele,italian
tommaso,italian
matteo,italian
filippo,italian
bernardo,italian
pagolo,italian
simone,italian
cristofano,italian
zanobi,italian
agnolo,italian
leonardo,italian
luca,italian
bartolo,italian
benedetto,italian
stefano,italian
lodovico,italian
guido,italian
salvestro,italian
niccolaio,italian
maso,italian
martino,italian
sandro,italian
cecco,italian
donato,italian
neri,italian
giorgio,italian
taddeo,italian
meo,italian
carlo,italian
frosino,italian
agostino,italian
luigi,italian
papi,italian
gherardo,italian
nardo,italian
nofri,italian
bastiano,italian
pippo,italian
santi,italian
arrigo,italian
guglielmo,italian
mariotto,italian
goro,italian
betto,italian
ugolino,italian
battista,italian
lapo,italian
rinaldo,italian
roberto,italian
buono,italian
cipriano,italian
geri,italian
romolo,italian
baldassarr,italian
cambio,italian
lazzero,italian
bernaba,italian
cenni,italian
chimento,italian
corso,italian
miniato,italian
salvadore,italian
alessandro,italian
amerigo,italian
bindo,italian
duccio,italian
alberto,italian
alesso,italian
ambrogio,italian
bettino,italian
gabbriello,italian
marchionne,italian
nencio,italian
bianco,italian
bonacorso,italian
bruno,italian
daniello,italian
federigo,italian
lando,italian
manetto,italian
pace,italian
riccardo,italian
cino,italian
corrado,italian
lippo,italian
niccola,italian
puccio,italian
vieri,italian
anichino,italian
bardo,italian
gentile,italian
ghirigoro,italian
guelfo,italian
maffeo,italian
manno,italian
nello,italian
salvi,italian
stagio,italian
ventura,italian
attaviano,italian
benvenuto,italian
cione,italian
donnino,italian
fede,italian
felice,italian
gino,italian
giunta,italian
naldo,italian
nuccio,italian
pasquino,italian
pierozzo,italian
ricco,italian
ristoro,italian
rosso,italian
scolaio,italian
tano,italian
uberto,italian
ugo,italian
vettorio,italian
alamanno,italian
apollonio,italian
bonaiuto,italian
chiaro,italian
feo,italian
franco,italian
giannozzo,italian
giano,italian
giovacchin,italian
migliore,italian
orlando,italian
palla,italian
romigi,italian
sinibaldo,italian
stoldo,italian
ubertino,italian
vincenzo,italian
adamo,italian
agnolino,italian
averardo,italian
barone,italian
benino,italian
benozzo,italian
bertino,italian
boccaccio,italian
bonifazio,italian
cambino,italian
cardinale,italian
daddo,italian
doffo,italian
fabiano,italian
giovannozz,italian
giovenco,italian
gualtieri,italian
niccolino,italian
nigi,italian
ormanno,italian
puccino,italian
ruggieri,italian
smeraldo,italian
tingo,italian
uguccione,italian
urbano,italian
vico,italian
zaccheria,italian
abramo,italian
adovardo,italian
albizzo,italian
amideo,italian
bandino,italian
bencivenni,italian
bonaguida,italian
bonino,italian
bono,italian
bonsi,italian
buccio,italian
buto,italian
castello,italian
chimenti,italian
cola,italian
conte,italian
cosimo,italian
dego,italian
deo,italian
diedi,italian
gherardino,italian
giannino,italian
grazia,italian
gualterott,italian
iacomo,italian
lamberto,italian
lapaccio,italian
maccio,italian
mainardo,italian
marino,italian
mino,italian
monte,italian
nannino,italian
nozzo,italian
pacino,italian
pandolfo,italian
pietro,italian
polito,italian
priore,italian
ramondo,italian
spinello,italian
strozza,italian
tieri,italian
tomme,italian
vannozzo,italian
giuseppe,italian
antonio,italian
giovanni,italian
francesco,italian
luigi,italian
mario,italian
salvatore,italian
vincenzo,italian
angelo,italian
paolo,italian
roberto,italian
pietro,italian
franco,italian
domenico,italian
carlo,italian
michele,italian
marco,italian
bruno,italian
giorgio,italian
andrea,italian
maria,italian
anna,italian
rosa,italian
giovanna,italian
teresa,italian
giuseppina,italian
lucia,italian
francesca,italian
paola,italian
carmela,italian
rita,italian
luisa,italian
grazia,italian
laura,italian
carla,italian
caterina,italian
giuseppa,italian
concetta,italian
elena,italian
giulia,italian
aurora,italian
emma,italian
greta,italian
chiara,italian
sara,italian
alice,italian
anna,italian
francesca,italian
ginevra,italian
noemi,italian
alessia,italian
vittoria,italian
beatrice,italian
nicole,italian
giada,italian
elisa,italian
elena,italian
arianna,italian
mia,italian
camilla,italian
ludovica,italian
maria,italian
marta,italian
flavio,italian
melissa,italian
bianca,italian
gioia,italian
asia,italian
adele,italian
eleonora,italian
miriam,italian
serena,italian
benedetta,italian
irene,italian
angelica,italian
ilaria,italian
carlotta,italian
margherita,italian
alessandra,italian
valentina,italian
emily,italian
laura,italian
alessandro,italian
battista,italian
cristiano,italian
emilio,italian
gianni,italian
giovanni,italian
lino,italian
marco,italian
nino,italian
paolo,italian
raffaello,italian
sergio,italian
umberto,italian
andrea,italian
beppe,italian
claudio,italian
dino,italian
fabio,italian
gino,italian
leonardo,italian
luigi,italian
mario,italian
ottavio,italian
stefano,italian
vittore,italian
adriana,italian
andrea,italian
barbara,italian
carla,italian
daniela,italian
eva,italian
gabriella,italian
giulia,italian
lorena,italian
nina,italian
pamela,italian
pia,italian
rosa,italian
silvia,italian
teresa,italian
alessandra,italian
anna,italian
bianca,italian
claudia,italian
francesca,italian
gina,italian
isabella,italian
ofelia,italian
paola,italian
sabrina,italian
sofia,italian
abrianna,italian
abrielle,italian
abrienne,italian
adreana,italian
adriana,italian
adrina,italian
agata,italian
agnella,italian
agnese,italian
aida,italian
albina,italian
albinia,italian
alcee,italian
alcina,italian
alcine,italian
alcinia,italian
alda,italian
alda,italian
aldene,italian
alegra,italian
alessandra,italian
elena,italian
elene,italian
elenora,italian
elenore,italian
eleonora,italian
elizabetta,italian
eloisa,italian
emilia,italian
fabia,italian
fabiana,italian
fabiola,italian
fausta,italian
fia,italian
filomena,italian
fiorella,italian
fiorenza,italian
florentina,italian
florenza,italian
fortuna,italian
francesca,italian
gulielma,italian
ines,italian
iniga,italian
isabella,italian
ita,italian
italia,italian
julietta,italian
lanza,italian
leola,italian
leonora,italian
letizia,italian
lia,italian
liliana,italian
liona,italian
lissandra,italian
lorenza,italian
lucia,italian
luciana,italian
lucianna,italian
lucilla,italian
lucrezia,italian
luisa,italian
lunetta,italian
maddelena,italian
madonna,italian
marea,italian
margherita,italian
maria,italian
mariella,italian
marietta,italian
marquesa,italian
massima,italian
maura,italian
maurizia,italian
mea,italian
melita,italian
mercede,italian
mistico,italian
mona,italian
monalisa,italian
natala,italian
natalia,italian
nella,italian
nicci,italian
nicia,italian
nicola,italian
octavia,italian
olympia,italian
oria,italian
oriana,italian
ottavia,italian
paola,italian
patrizia,italian
pia,italian
pietra,italian
pippa,italian
rachele,italian
regina,italian
renata,italian
ricadonna,italian
ricarda,italian
roma,italian
romia,italian
rosa,italian
rosalie,italian
rosetta,italian
rozalia,italian
rufina,italian
sabrina,italian
sancia,italian
isabella,italian
sebastiana,italian
sebastiene,italian
serena,italian
siena,italian
simona,italian
sofia,italian
stansie,italian
stella,italian
susanna,italian
tazia,italian
teodora,italian
teresa,italian
teresina,italian
terra,italian
terza,italian
tiberia,italian
traviata,italian
trilby,italian
trillare,italian
giuseppe,italian
mario,italian
nino,italian
giancarlo,italian
gianni,italian
enzo,italian
gino,italian
guglielmo,italian
primo,italian
roberto,italian
angelo,italian
antonio,italian
luigi,italian
sergio,italian
salvatore,italian
marcello,italian
orlando,italian
alessandro,italian
leonardo,italian
bruno,italian
paolo,italian
claudio,italian
umberto,italian
vittorio,italian
pietro,italian
francesco,italian
giuseppe,italian
gregorio,italian
antonio,italian
antonio,italian
leo,italian
angelo,italian
salvatore,italian
carlos,italian
ramon,italian
rocco,italian
francisco,italian
bruno,italian
pedro,italian
giana,italian
sandra,italian
elena,italian
gabriella,italian
althea,italian
inez,italian
sofia,italian
sonja,italian
raymundo,italian
rodrigo,italian
roberto,italian
elio,italian
enzo,italian
sofia,italian
giulia,italian
aurora,italian
giorgia,italian
martina,italian
greta,italian
chiara,italian
sara,italian
alice,italian
gaia,italian
anna,italian
francesca,italian
noemi,italian
alessia,italian
matilde,italian
vittoria,italian
viola,italian
beatrice,italian
giada,italian
elisa,italian
rebecca,italian
arianna,italian
camilla,italian
ludovica,italian
maria,italian
francesco,italian
alessandro,italian
lorenzo,italian
andrea,italian
leonardo,italian
mattia,italian
matteo,italian
gabriele,italian
riccardo,italian
tommaso,italian
davide,italian
antonio,italian
federico,italian
edoardo,italian
marco,italian
diego,italian
giovanni,italian
luca,italian
christian,italian
pietro,italian
simone,italian
nicolo,italian
filippo,italian
alessio,italian
michele,italian
mario,italian
jacopo,italian
aria,italian
gabriella,italian
vera,italian
bianca,italian
liliana,italian
sonnet,italian
caprice,italian
leonardo,italian
sergio,italian
alba,italian
carina,italian
angelo,italian
antonia,italian
rosalie,italian
pia,italian
lucca,italian
dante,italian
rocco,italian
maximiliano,italian
lorenzo,italian
